Date,Type,Action,Symbol,Instrument Type,Description,Value,Quantity,Average Price,Commissions,Fees,Multiplier,Root Symbol,Underlying Symbol,Expiration Date,Strike Price,Call or Put,Order #
2021-06-01T23:40:53+1000,Trade,BUY_TO_CLOSE,APPS  210604C00075000,Equity Option,Bought 8 APPS 06/04/21 Call 75.00 @ 1.57,"-1,256.00",8,-157.00,0.00,-1.08,100,APPS,APPS,6/05/21,75.0,CALL,152547970
2021-05-29T22:53:46+1000,Money Movement,,,,Regulatory fee adjustment,0.07,0,,--,0.00,,,,,,,
2021-05-28T23:38:42+1000,Trade,SELL_TO_OPEN,SOL   210604C00010000,Equity Option,Sold 18 SOL 06/04/21 Call 10.00 @ 0.15,270.00,18,15.00,-10.00,-2.466,100,SOL,SOL,6/05/21,10.0,CALL,152181342
2021-05-26T05:22:33+1000,Trade,SELL_TO_OPEN,APPS  210604C00075000,Equity Option,Sold 5 APPS 06/04/21 Call 75.00 @ 1.06,530.00,5,106.00,-5.00,-0.69,100,APPS,APPS,6/05/21,75.0,CALL,151577589
2021-05-26T05:22:33+1000,Trade,SELL_TO_OPEN,APPS  210604C00075000,Equity Option,Sold 3 APPS 06/04/21 Call 75.00 @ 1.06,318.00,3,106.00,-3.00,-0.416,100,APPS,APPS,6/05/21,75.0,CALL,151577589
2021-05-25T23:35:01+1000,Trade,SELL_TO_CLOSE,TOL   210625C00060000,Equity Option,Sold 2 TOL 06/25/21 Call 60.00 @ 4.00,800.00,2,400.00,0.00,-0.284,100,TOL,TOL,6/26/21,60.0,CALL,151154159
2021-05-25T23:30:06+1000,Trade,SELL_TO_OPEN,NVAX  210611C00170000,Equity Option,Sold 1 NVAX 06/11/21 Call 170.00 @ 6.30,630.00,1,630.00,-1.00,-0.142,100,NVAX,NVAX,6/12/21,170.0,CALL,151367677
2021-05-25T23:30:06+1000,Trade,BUY_TO_CLOSE,NVAX  210528C00170000,Equity Option,Bought 1 NVAX 05/28/21 Call 170.00 @ 1.25,-125.00,1,-125.00,0.00,-0.13,100,NVAX,NVAX,5/29/21,170.0,CALL,151367677
2021-05-25T00:27:20+1000,Trade,BUY_TO_CLOSE,APPS  210528C00071500,Equity Option,Bought 6 APPS 05/28/21 Call 71.50 @ 1.97,"-1,182.00",6,-197.00,0.00,-0.81,100,APPS,APPS,5/29/21,71.5,CALL,151121858
2021-05-25T00:27:20+1000,Trade,BUY_TO_CLOSE,APPS  210528C00071500,Equity Option,Bought 1 APPS 05/28/21 Call 71.50 @ 1.97,-197.00,1,-197.00,0.00,-0.13,100,APPS,APPS,5/29/21,71.5,CALL,151121858
